Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	sumber	tahun	URL	Match-begin corpus position	Match-end corpus position
147	C1A20010	, di mesjid depan rumahnya . Setelah adzan yang selalu	dikumandangkan olehnya	. Selepas sholat Ia pergi membawa radio kecil , gadjet	,_Z di_IN mesjid_NN depan_NN rumahnya_NN ._Z Setelah_SC adzan_NN yang_SC selalu_RB	dikumandangkan_VB olehnya_NN	._Z Selepas_RP sholat_NN Ia_PRP pergi_VB membawa_VB radio_NN kecil_JJ ,_Z gadjet_NN	C_cerpen	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=146	6255265	6255266
148	H1A13002	pada umumnya , kecuali untuk tamu intelek , yang ingin	dikunjungi oleh mereka	bukanlah Ubud , melainkan Kuta . Wajah Pantai Kuta ,	pada_IN umumnya_NN ,_Z kecuali_CC untuk_SC tamu_NN intelek_NN ,_Z yang_SC ingin_RB	dikunjungi_VB oleh_IN mereka_PRP	bukanlah_NN Ubud_NN ,_Z melainkan_CC Kuta_VB ._Z Wajah_NN Pantai_NNP Kuta_VB ,_Z	H_biografi	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=147	17256548	17256550
149	D1A19003	melarangnya untuk menemui ibu dan bapak . Keduanya selalu senang	dikunjungi olehnya	. Ibunya ter-utama , karena bersamalah ia bisa bicara panjang-panjang	melarangnya_VB untuk_SC menemui_VB ibu_NN dan_CC bapak_NNP ._Z Keduanya_CD selalu_RB senang_JJ	dikunjungi_VB olehnya_NN	._Z Ibunya_NN ter-utama_NN ,_Z karena_SC bersamalah_VB ia_PRP bisa_MD bicara_VB panjang-panjang_NN	D_novel	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=148	8804243	8804244
150	H1A16004	sembari menyelesaikan sesuatu , tapi saya belum mengerti apa yang	dilakukan oleh beliau	. Pada akhirnya , saya tahu beliau sedang membuat simulasi	sembari_RP menyelesaikan_VB sesuatu_PRP ,_Z tapi_CC saya_PRP belum_NEG mengerti_VB apa_WH yang_SC	dilakukan_VB oleh_IN beliau_PRP	._Z Pada_IN akhirnya_RB ,_Z saya_PRP tahu_VB beliau_PRP sedang_MD membuat_VB simulasi_NN	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=149	18140712	18140714
151	H1A16004	mencontohkan , karena Kadisada sudah menjabat , maka proses pengadaan	dilakukan oleh dia	. Jadi , kepala dinas ini melaksanakan tugas secara maksimal	mencontohkan_VB ,_Z karena_SC Kadisada_NN sudah_MD menjabat_VB ,_Z maka_SC proses_NN pengadaan_NN	dilakukan_VB oleh_IN dia_PRP	._Z Jadi_VB ,_Z kepala_NN dinas_NN ini_PR melaksanakan_VB tugas_NN secara_IN maksimal_JJ	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=150	18189563	18189565
152	G1B11004	jika dilihat dari shiten mitra tutur , kegiatan mendaki yang	dilakukan oleh dirinya	menunjukkan pergerakan ÒpergiÓ . 11. Verba noru ÔnaikÕ ; posisi	jika_SC dilihat_VB dari_IN shiten_NN mitra_NN tutur_VB ,_Z kegiatan_NN mendaki_VB yang_SC	dilakukan_VB oleh_IN dirinya_NN	menunjukkan_VB pergerakan_NN ÒpergiÓ_NN ._Z 11._DT Verba_NN noru_NN ÔnaikÕ_NN ;_Z posisi_NN	G_disertasi_tesis_skripsi	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=151	14188278	14188280
153	E1B13001	di sekitar tempat tinggalmu ? Kegiatan penambangan apakah yang umumnya	dilakukan oleh mereka	? Indonesia merupakan salah satu negara di dunia yang kaya	di_IN sekitar_IN tempat_NN tinggalmu_NN ?_Z Kegiatan_NN penambangan_NN apakah_WH yang_SC umumnya_NN	dilakukan_VB oleh_IN mereka_PRP	?_Z Indonesia_NNP merupakan_VB salah_JJ satu_CD negara_NN di_IN dunia_NN yang_SC kaya_JJ	E_buku_teks	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=152	9560463	9560465
154	E1B14002	sekitar tempat tinggal kamu ? Kegiatan penambangan apakah yang umumnya	dilakukan oleh mereka	? Indonesia merupakan salah satu negara di dunia yang kaya	sekitar_IN tempat_NN tinggal_VB kamu_PRP ?_Z Kegiatan_NN penambangan_NN apakah_WH yang_SC umumnya_NN	dilakukan_VB oleh_IN mereka_PRP	?_Z Indonesia_NNP merupakan_VB salah_JJ satu_CD negara_NN di_IN dunia_NN yang_SC kaya_JJ	E_buku_teks	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=153	9898241	9898243
155	B1B11012	sekali dari mulai persyaratan rapat direksi sampai transaksi yang dilarang	dilakukan oleh mereka	. Direksi bank dalam menjalankan tugas sehari-hari juga wajib membentuk	sekali_RB dari_IN mulai_VB persyaratan_NN rapat_NN direksi_NN sampai_IN transaksi_NN yang_SC dilarang_VB	dilakukan_VB oleh_IN mereka_PRP	._Z Direksi_NN bank_NN dalam_IN menjalankan_VB tugas_NN sehari-hari_NN juga_RB wajib_JJ membentuk_VB	B_majalah	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=154	1557139	1557141
156	G1C20001	mengurangi ketergantungan kepada buruh laki-laki . Kendala dari inisiatif yang	dilakukan oleh mereka	cukup berat , karena kendala tersebut datang dari sesama buruh	mengurangi_VB ketergantungan_NN kepada_IN buruh_NN laki-laki_NN ._Z Kendala_NN dari_IN inisiatif_NN yang_SC	dilakukan_VB oleh_IN mereka_PRP	cukup_RB berat_JJ ,_Z karena_SC kendala_NN tersebut_PR datang_VB dari_IN sesama_NN buruh_NN	G_disertasi_tesis_skripsi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=155	16700143	16700145
157	F1A20012	ternyata Perempuan sebagai istri - IRT keluarga Nelayan peran yang	dilakukan oleh mereka	memberi dampak yang sangat kuat , baik dalam pengelolaan uang	ternyata_VB Perempuan_NN sebagai_IN istri_NN -_Z IRT_NN keluarga_NN Nelayan_NN peran_NN yang_SC	dilakukan_VB oleh_IN mereka_PRP	memberi_VB dampak_NN yang_SC sangat_RB kuat_JJ ,_Z baik_CC dalam_IN pengelolaan_NN uang_NN	F_jurnal	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=156	13833510	13833512
158	I1E14002	lagi mengandalkan sepenuhnya pada penelitian ( R&D ) yang telah	dilakukan oleh mereka	sendiri , sehingga harus melibatkan pihak luar ( eksternal )	lagi_RB mengandalkan_VB sepenuhnya_JJ pada_IN penelitian_NN (_Z R&D_NN )_Z yang_SC telah_MD	dilakukan_VB oleh_IN mereka_PRP	sendiri_PRP ,_Z sehingga_SC harus_MD melibatkan_VB pihak_NN luar_NN (_Z eksternal_JJ )_Z	I_populer	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=157	19997954	19997956
159	B3Z18014	masalah . Atau membuat sebuah terobosan pekerjaan yang tidak bisa	dilakukan oleh mereka	yang baru di bidang tersebut . Jadi tak heran keahlian	masalah_NN ._Z Atau_CC membuat_VB sebuah_NND terobosan_NN pekerjaan_NN yang_SC tidak_NEG bisa_MD	dilakukan_VB oleh_IN mereka_PRP	yang_SC baru_JJ di_IN bidang_NN tersebut_PR ._Z Jadi_SC tak_NEG heran_JJ keahlian_NN	B_majalah	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=158	3473036	3473038
160	H1A17004	konsentrasi penuh . Kesimpulan saya , industri PPTM hanya bisa	dilakukan oleh mereka	yang benar-benar paham akan fenomena tumpahan minyak . Ilmu tentang	konsentrasi_NN penuh_JJ ._Z Kesimpulan_NN saya_PRP ,_Z industri_NN PPTM_NN hanya_RB bisa_MD	dilakukan_VB oleh_IN mereka_PRP	yang_SC benar-benar_RB paham_JJ akan_MD fenomena_NN tumpahan_NN minyak_NN ._Z Ilmu_NN tentang_IN	H_biografi	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=159	18345103	18345105
161	H1A19005	luka-luka . Peristiwa di Yaman ini , kata Shamsi ,	dilakukan oleh mereka	yang beragama Islam dan korbannya juga beragama Islam . Orang	luka-luka_NN ._Z Peristiwa_NN di_IN Yaman_NNP ini_PR ,_Z kata_VB Shamsi_NN ,_Z	dilakukan_VB oleh_IN mereka_PRP	yang_SC beragama_VB Islam_NNP dan_CC korbannya_NN juga_RB beragama_VB Islam_NNP ._Z Orang_NN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=160	18851871	18851873
162	H1A15006	. Bisa dirumuskan dengan jernih oleh siapa saja . Bisa	dilakukan oleh mereka	yang berminat di bidang yang sama . Langkah-langkah kecil itu	._Z Bisa_MD dirumuskan_VB dengan_IN jernih_JJ oleh_IN siapa_WH saja_RB ._Z Bisa_MD	dilakukan_VB oleh_IN mereka_PRP	yang_SC berminat_VB di_IN bidang_NN yang_SC sama_JJ ._Z Langkah-langkah_NN kecil_JJ itu_PR	H_biografi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=161	17885068	17885070
163	I1E13002	lain dengan mencari modal atau bermitra . Model ini umumnya	dilakukan oleh mereka	yang berstatus pegawai , namun memiliki naluri bisnis yang kuat	lain_JJ dengan_SC mencari_VB modal_NN atau_CC bermitra_VB ._Z Model_NN ini_PR umumnya_NN	dilakukan_VB oleh_IN mereka_PRP	yang_SC berstatus_VB pegawai_NN ,_Z namun_CC memiliki_VB naluri_NN bisnis_NN yang_SC kuat_JJ	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=162	19847134	19847136
164	B2F14058	. Dalam kenyataannya , eksodus para pekerja migran tak hanya	dilakukan oleh mereka	yang ilegal , tapi juga yang memiliki dokumen resmi .	._Z Dalam_IN kenyataannya_NN ,_Z eksodus_NN para_DT pekerja_NN migran_NN tak_NEG hanya_RB	dilakukan_VB oleh_IN mereka_PRP	yang_SC ilegal_JJ ,_Z tapi_CC juga_RB yang_SC memiliki_VB dokumen_NN resmi_JJ ._Z	B_majalah	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=163	2398456	2398458
165	editmm01005011304	, ini merupakan perbuatan pengecut . Lazimnya , aksi anonim	dilakukan oleh mereka	yang lemah dan tanpa kekuasaan . Sedangkan negara , dengan	,_Z ini_PR merupakan_VB perbuatan_NN pengecut_NN ._Z Lazimnya_NN ,_Z aksi_NN anonim_JJ	dilakukan_VB oleh_IN mereka_PRP	yang_SC lemah_JJ dan_CC tanpa_IN kekuasaan_NN ._Z Sedangkan_CC negara_NN ,_Z dengan_IN	A_koran	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=164	27120590	27120592
166	editmm01005011113	diri di tiga gereja di Surabaya dan penyerangan markas polisi	dilakukan oleh mereka	yang memang beridentitas muslim . Dari pelacakan oleh kepolisian ,	diri_NN di_IN tiga_CD gereja_NN di_IN Surabaya_NNP dan_CC penyerangan_NN markas_NN polisi_NN	dilakukan_VB oleh_IN mereka_PRP	yang_SC memang_RB beridentitas_VB muslim_NN ._Z Dari_IN pelacakan_NN oleh_IN kepolisian_NN ,_Z	A_koran	2018	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=165	27032049	27032051
167	B3U12001	dengan atasan , kolega atau klien . Telework pun bisa	dilakukan oleh mereka	yang memiliki motivasi diri yang baik , serta oleh karyawan	dengan_IN atasan_NN ,_Z kolega_NN atau_CC klien_NN ._Z Telework_NN pun_RP bisa_MD	dilakukan_VB oleh_IN mereka_PRP	yang_SC memiliki_VB motivasi_NN diri_NN yang_SC baik_JJ ,_Z serta_CC oleh_IN karyawan_NN	B_majalah	2012	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=166	1918525	1918527
168	I1G11001	antisipasi agar tidak mengalami nyeri haid . Langkah-langkah ini biasanya	dilakukan oleh mereka	yang mengalami nyeri haid , tetapi tidak sampai dalam kondisi	antisipasi_NN agar_SC tidak_NEG mengalami_VB nyeri_JJ haid_NN ._Z Langkah-langkah_NN ini_PR biasanya_RB	dilakukan_VB oleh_IN mereka_PRP	yang_SC mengalami_VB nyeri_JJ haid_NN ,_Z tetapi_CC tidak_NEG sampai_VB dalam_IN kondisi_NN	I_populer	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=167	20551114	20551116
169	D1A16002	di mata kami . Sumpah yang kalian ambil hanya bisa	dilakukan oleh mereka	yang paling kuat , paling tabah , dan paling berani	di_IN mata_NN kami_PRP ._Z Sumpah_NN yang_SC kalian_PRP ambil_VB hanya_RB bisa_MD	dilakukan_VB oleh_IN mereka_PRP	yang_SC paling_RB kuat_JJ ,_Z paling_RB tabah_JJ ,_Z dan_CC paling_RB berani_JJ	D_novel	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=168	8073074	8073076
170	I1D20002	dengan naskah yang sudah dibuat dan dihafal . Umumnya ini	dilakukan oleh mereka	yang sedang mengikuti lomba pidato pada tingkat pelajar yang diselenggarakan	dengan_IN naskah_NN yang_SC sudah_MD dibuat_VB dan_CC dihafal_VB ._Z Umumnya_NN ini_PR	dilakukan_VB oleh_IN mereka_PRP	yang_SC sedang_MD mengikuti_VB lomba_NN pidato_NN pada_IN tingkat_NN pelajar_NN yang_SC diselenggarakan_VB	I_populer	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=169	19686348	19686350
171	H1A15007	naskah yang beredar hanya 1 lembar . Di sinilah manipulasi	dilakukan oleh mereka	yang sengaja menghilangkan poin penting itu demi memenuhi ambisi merebut	naskah_NN yang_SC beredar_VB hanya_RB 1_CD lembar_NND ._Z Di_IN sinilah_NN manipulasi_NN	dilakukan_VB oleh_IN mereka_PRP	yang_SC sengaja_VB menghilangkan_VB poin_NN penting_JJ itu_PR demi_SC memenuhi_VB ambisi_NN merebut_VB	H_biografi	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=170	17933103	17933105
172	I1E13002	beberapa wirausaha yang berhasil karena keterpaksaan . Biasanya cara ini	dilakukan oleh mereka	yang sudah lama menganggur , mulai dari sejak lulus sekolah	beberapa_CD wirausaha_NN yang_SC berhasil_VB karena_SC keterpaksaan_NN ._Z Biasanya_RB cara_NN ini_PR	dilakukan_VB oleh_IN mereka_PRP	yang_SC sudah_MD lama_JJ menganggur_VB ,_Z mulai_VB dari_IN sejak_IN lulus_VB sekolah_NN	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=171	19847287	19847289
173	B3Y15013	yang mereka lakukan adalah bentuk kasih sayang orangtua . Hanya	dilakukan oleh mereka	yang telah menikah . Patut diingat , apa yang boleh	yang_SC mereka_PRP lakukan_VB adalah_VB bentuk_NN kasih_VB sayang_JJ orangtua_NN ._Z Hanya_RB	dilakukan_VB oleh_IN mereka_PRP	yang_SC telah_MD menikah_VB ._Z Patut_JJ diingat_VB ,_Z apa_WH yang_SC boleh_MD	B_majalah	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=172	2723902	2723904
174	F1D11014	sebanyak 2 juta pertahun dan menurut Herdayati , 98,8 %	dilakukan oleh mereka	yang telah menikah dengan 1-2 anak . Spirit atau watak	sebanyak_CD 2_CD juta_CD pertahun_CD dan_CC menurut_IN Herdayati_NN ,_Z 98,8_CD %_SYM	dilakukan_VB oleh_IN mereka_PRP	yang_SC telah_MD menikah_VB dengan_IN 1-2_CD anak_NN ._Z Spirit_NN atau_CC watak_NN	F_jurnal	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=173	11816657	11816659
175	editmm01001020180	mengidap Covid-19 . Ini karena sebagian besar penyebaran penyakit ini	dilakukan oleh mereka	yang tidak memiliki gejala . Karena itu , jangan menunggu	mengidap_VB Covid-19_NN ._Z Ini_PR karena_SC sebagian_CD besar_JJ penyebaran_NN penyakit_NN ini_PR	dilakukan_VB oleh_IN mereka_PRP	yang_SC tidak_NEG memiliki_VB gejala_NN ._Z Karena_SC itu_PR ,_Z jangan_NEG menunggu_VB	A_koran	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=174	26438580	26438582
176	D1A15001	yang paling membuatku merasa takut . Entah apa yang akan	dilakukan olehnya	, entah siapa laki-laki pemakan kelabang itu . Aku sangat	yang_SC paling_RB membuatku_VB merasa_VB takut_JJ ._Z Entah_CC apa_WH yang_SC akan_MD	dilakukan_VB olehnya_NN	,_Z entah_CC siapa_WH laki-laki_NN pemakan_NN kelabang_NN itu_PR ._Z Aku_VB sangat_RB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=175	7675837	7675838
177	H1A16003	, kita sebagai bangsa merasa diwakili dalam pergulatan keras yang	dilakukan olehnya	. Ada simbol-simbol , idiom , serta ungkapan perasaan yang	,_Z kita_PRP sebagai_IN bangsa_NN merasa_VB diwakili_VB dalam_IN pergulatan_NN keras_JJ yang_SC	dilakukan_VB olehnya_NN	._Z Ada_VB simbol-simbol_NN ,_Z idiom_NN ,_Z serta_CC ungkapan_NN perasaan_NN yang_SC	H_biografi	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=176	18120240	18120241
178	H1A14002	daerahnya sampai dengan berteriak dengan suara yang kasar acap kali	dilakukan olehnya	. Namun , tujuan itu semua untuk memberi peringatan dengan	daerahnya_NN sampai_IN dengan_SC berteriak_VB dengan_IN suara_NN yang_SC kasar_JJ acap_JJ kali_NN	dilakukan_VB olehnya_NN	._Z Namun_CC ,_Z tujuan_NN itu_PR semua_CD untuk_SC memberi_VB peringatan_NN dengan_IN	H_biografi	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=177	17544757	17544758
179	G1B11004	sudah dicapai oleh penutur sebagai hasil akhir dari pergerakan yang	dilakukan olehnya	. Sementara itu , jika verba kaeru tidak dilekati hojodoushi	sudah_MD dicapai_VB oleh_IN penutur_NN sebagai_IN hasil_NN akhir_NN dari_IN pergerakan_NN yang_SC	dilakukan_VB olehnya_NN	._Z Sementara_SC itu_PR ,_Z jika_SC verba_NN kaeru_NN tidak_NEG dilekati_VB hojodoushi_NN	G_disertasi_tesis_skripsi	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=178	14226907	14226908
180	G1B11004	mencapai titik ketibaan yang menjadi titik akhir dari perpindahan yang	dilakukan olehnya	. Sementara itu , jika verba kaeru tidak dilekati hojodoushi	mencapai_VB titik_NN ketibaan_VB yang_SC menjadi_VB titik_NN akhir_NN dari_IN perpindahan_NN yang_SC	dilakukan_VB olehnya_NN	._Z Sementara_SC itu_PR ,_Z jika_SC verba_NN kaeru_NN tidak_NEG dilekati_VB hojodoushi_NN	G_disertasi_tesis_skripsi	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=179	14227342	14227343
181	G1C20001	yang tidak sesuai dengan aturan , keberanian untuk melawan pun	dilakukan olehnya	dalam upaya mempertahankan haknya . ( Wawancara , Nisa 19	yang_SC tidak_NEG sesuai_JJ dengan_IN aturan_NN ,_Z keberanian_NN untuk_SC melawan_VB pun_RP	dilakukan_VB olehnya_NN	dalam_IN upaya_NN mempertahankan_VB haknya_NN ._Z (_Z Wawancara_NN ,_Z Nisa_NN 19_CD	G_disertasi_tesis_skripsi	2020	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=180	16699631	16699632
182	G1B17002	September 2016 ) . Hal ini menunjukkan bahwa apa yang	dilakukan olehnya	merupakan perjuangan membebaskan diri sebagai perempuan muslim dari stereotipe yang	September_NNP 2016_CD )_Z ._Z Hal_NN ini_PR menunjukkan_VB bahwa_SC apa_WH yang_SC	dilakukan_VB olehnya_NN	merupakan_VB perjuangan_NN membebaskan_VB diri_NN sebagai_IN perempuan_NN muslim_NN dari_IN stereotipe_NN yang_SC	G_disertasi_tesis_skripsi	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=181	15722832	15722833
183	H1A19001	, hal-hal kecil itu bisa menunjukkan hal-hal besar yang bisa	dilakukan olehnya	pada masa yang akan datang . Semua pejabat di kalangan	,_Z hal-hal_NN kecil_JJ itu_PR bisa_MD menunjukkan_VB hal-hal_NN besar_JJ yang_SC bisa_MD	dilakukan_VB olehnya_NN	pada_IN masa_NN yang_SC akan_MD datang_VB ._Z Semua_CD pejabat_NN di_IN kalangan_NN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=182	18662401	18662402
184	D1A15001	Seketika bulu kudukku merinding ngeri , membayangkan apa yang akan	dilakukan olehnya	terhadap Fransisca Inggrid . “Toloooong ! Tolooooong ! ” Aku	Seketika_RB bulu_NN kudukku_NN merinding_JJ ngeri_JJ ,_Z membayangkan_VB apa_WH yang_SC akan_MD	dilakukan_VB olehnya_NN	terhadap_IN Fransisca_NN Inggrid_NN ._Z “Toloooong_NN !_Z Tolooooong_NN !_Z ”_NN Aku_VB	D_novel	2015	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=183	7658527	7658528
185	E1B14002	dua jalur yaitu jalur barat dan timur . Jalur barat	dilalui oleh mereka	yang berasal dari Yunan ( Cina Bagian Selatan ) .	dua_CD jalur_NN yaitu_SC jalur_NN barat_NNP dan_CC timur_NNP ._Z Jalur_NNP barat_NNP	dilalui_VB oleh_IN mereka_PRP	yang_SC berasal_VB dari_IN Yunan_NN (_Z Cina_NNP Bagian_NNP Selatan_NNP )_Z ._Z	E_buku_teks	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=184	9884968	9884970
186	C1A14040	sedang mendengarkan suara televisi . Telinganya sedang mendengarkan semua yang	dilaporkan oleh mereka	. Tentang citra dirinya di mata masyarakat , tentang isu-isu	sedang_MD mendengarkan_VB suara_NN televisi_NN ._Z Telinganya_NN sedang_MD mendengarkan_VB semua_CD yang_SC	dilaporkan_VB oleh_IN mereka_PRP	._Z Tentang_IN citra_NN dirinya_NN di_IN mata_NN masyarakat_NN ,_Z tentang_IN isu-isu_NN	C_cerpen	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=185	4800499	4800501
187	H1A17004	yang terbaik . Kepercayaan diri dan kepiawaian memberi presentasi juga	dilatih olehnya	. Dan memang benar . Kegigihan , kerja keras dan	yang_SC terbaik_JJ ._Z Kepercayaan_NN diri_NN dan_CC kepiawaian_NN memberi_VB presentasi_NN juga_RB	dilatih_VB olehnya_NN	._Z Dan_CC memang_RB benar_JJ ._Z Kegigihan_NN ,_Z kerja_NN keras_JJ dan_CC	H_biografi	2017	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=186	18389299	18389300
188	C1A14116	meminta peci putih lusuhnya , namun tak diperbolehkan dan sangat	dilawan olehnya	. Ia berkata , “Jangan ! Ini kepunyaan saya !	meminta_VB peci_NN putih_JJ lusuhnya_NN ,_Z namun_CC tak_NEG diperbolehkan_VB dan_CC sangat_RB	dilawan_VB olehnya_NN	._Z Ia_PRP berkata_VB ,_Z “Jangan_NN !_Z Ini_PR kepunyaan_NN saya_PRP !_Z	C_cerpen	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=187	4927201	4927202
189	D1A11005	kalau aku sedang mengamati dan suatu tempat yang tidak dapat	dilihat olehnya	. Barangkali dia juga masih memendam sesal atas penolakanku terhadap	kalau_SC aku_VB sedang_MD mengamati_VB dan_CC suatu_CD tempat_NN yang_SC tidak_NEG dapat_MD	dilihat_VB olehnya_NN	._Z Barangkali_MD dia_PRP juga_RB masih_MD memendam_VB sesal_NN atas_IN penolakanku_NN terhadap_IN	D_novel	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=188	6781323	6781324
190	editmm01005010163	belum sekali pun diperiksa . Total nilai proyek yang diduga	dimainkan oleh mereka	mencapai triliunan rupiah . Sebagian proyek yang melibatkan perusahaan Nazaruddin	belum_NEG sekali_RB pun_RP diperiksa_VB ._Z Total_NN nilai_NN proyek_NN yang_SC diduga_VB	dimainkan_VB oleh_IN mereka_PRP	mencapai_VB triliunan_CD rupiah_NN ._Z Sebagian_CD proyek_NN yang_SC melibatkan_VB perusahaan_NN Nazaruddin_NN	A_koran	2011	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=189	26599360	26599362
191	H1A19005	umat dalam kesatuan menjadi kelemahan utama sejak dahulu yang kerap	dimainkan oleh mereka	yang punya kepentingan , " kata Shamsi Ali . Saat	umat_NN dalam_IN kesatuan_NN menjadi_VB kelemahan_NN utama_JJ sejak_IN dahulu_NN yang_SC kerap_RB	dimainkan_VB oleh_IN mereka_PRP	yang_SC punya_VB kepentingan_NN ,_Z "_Z kata_VB Shamsi_NN Ali_NNP ._Z Saat_NN	H_biografi	2019	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=190	18866486	18866488
192	E1B14002	tempat tinggalmu memperoleh air ? Apakah air tersebut habis karena	dimanfaatkan oleh mereka	? Sebagian dari mereka mungkin memperoleh air dari sumur yang	tempat_NN tinggalmu_NN memperoleh_VB air_NN ?_Z Apakah_WH air_NN tersebut_PR habis_VB karena_SC	dimanfaatkan_VB oleh_IN mereka_PRP	?_Z Sebagian_CD dari_IN mereka_PRP mungkin_MD memperoleh_VB air_NN dari_IN sumur_NN yang_SC	E_buku_teks	2014	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=191	9895757	9895759
193	F1A13012	. Dalam situasi demokrasi prosedural , perluasan akses terhadap negara	dimanfaatkan oleh mereka	karena memiliki modal simbolik yang lebih dibandingan yang lain .	._Z Dalam_IN situasi_NN demokrasi_NN prosedural_JJ ,_Z perluasan_NN akses_NN terhadap_IN negara_NN	dimanfaatkan_VB oleh_IN mereka_PRP	karena_SC memiliki_VB modal_NN simbolik_NN yang_SC lebih_RB dibandingan_VB yang_SC lain_JJ ._Z	F_jurnal	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=192	12143261	12143263
194	I1E13001	mahasiswa Ilmu Kesejahteraan Sosial , tetapi buku ini juga dapat	dimanfaatkan oleh mereka	yang berminat terhadap bidang Kesejahteraan Sosial dan ingin mengetahui lebih	mahasiswa_NN Ilmu_NNP Kesejahteraan_NNP Sosial_JJ ,_Z tetapi_CC buku_NN ini_PR juga_RB dapat_MD	dimanfaatkan_VB oleh_IN mereka_PRP	yang_SC berminat_VB terhadap_IN bidang_NN Kesejahteraan_NN Sosial_JJ dan_CC ingin_RB mengetahui_VB lebih_RB	I_populer	2013	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=193	19746690	19746692
195	E1D16001	berakhir dan kedudukan Pancasila di perkuat , tetapi keadaan tersebut	dimanfaatkan oleh mereka	yang menghendaki berkembangnya paham haluan kiri ( komunis ) .	berakhir_VB dan_CC kedudukan_NN Pancasila_NN di_IN perkuat_VB ,_Z tetapi_CC keadaan_NN tersebut_PR	dimanfaatkan_VB oleh_IN mereka_PRP	yang_SC menghendaki_VB berkembangnya_NN paham_NN haluan_NN kiri_NN (_Z komunis_NN )_Z ._Z	E_buku_teks	2016	https://cqpweb.lancs.ac.uk/tbik3/context.php?qid=00dlx4&batch=194	10459193	10459195
